cartera,subjurisdiccion,apertura,unidad,tipo_organismo
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Académica,Subgerencia Instituto de Tecnología Nuclear Dan Beninson,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Capacitación Externa,División Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Capacitación Interna,División Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Centro de Información y Becas,Subgerencia Instituto de Tecnología Nuclear Dan Beninson,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Biblioteca,División Centro de Información y Becas,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Becas,División Centro de Información y Becas,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Instituto Sábato,Gerencia de Área Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Despacho,Gerencia Instituto Sábato,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Administración Contable,Gerencia Instituto Sábato,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Centro de Información Eduardo Savino,Gerencia Instituto Sábato,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Servicios al Usuario,Departamento Centro de Información Eduardo Savino,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Tratamiento Documental,Departamento Centro de Información Eduardo Savino,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Biblioteca Digital,Departamento Centro de Información Eduardo Savino,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Subgerencia Académica,Gerencia Instituto Sábato,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Comunicación,Subgerencia Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Capacitación y Formación Continua,Subgerencia Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Informática,Subgerencia Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Coordinación de Carreras,Subgerencia Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Instituto Balseiro,Gerencia de Área Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Biblioteca Leo FALICOV,Gerencia Instituto Balseiro,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"División Secretaria Técnica, Administrativa y de Recursos Humanos",Gerencia Instituto Balseiro,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"Sección Servicios, Infraestructura y Laboratorios","División Secretaria Técnica, Administrativa y de Recursos Humanos",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Secretaria Académica,Gerencia Instituto Balseiro,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Secretaria de Alumnos,División Secretaria Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"Sección Secretaria de Docentes, Posgrados y Acreditaciones",División Secretaria Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Vicedirección Área Ingeniería,Gerencia Instituto Balseiro,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Vicedirección Área Ciencias,Gerencia Instituto Balseiro,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Subgerencia Capital Intelectual,Gerencia de Área Académica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia General,Comisión Nacional de Energía Atómica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Empresas Asociadas,Gerencia General,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Técnica de Control y Ejecución,Gerencia Empresas Asociadas,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"Departamento Gestión Económica, Financiera y Administrativa",Gerencia Empresas Asociadas,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Negociación de Contratos y Resguardo Patrimonial,Gerencia Empresas Asociadas,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia de Área Seguridad Nuclear y Ambiente,Gerencia General,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Gestión del Conocimiento,Gerencia de Área Seguridad Nuclear y Ambiente,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Secretaria y Despacho,Gerencia de Área Seguridad Nuclear y Ambiente,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Unidad de Transferencia de Tecnología,Gerencia de Área Seguridad Nuclear y Ambiente,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Contable,División Unidad de Transferencia de Tecnología,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Técnico Administrativa,División Unidad de Transferencia de Tecnología,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Gestión Presupuestaria,Gerencia de Área Seguridad Nuclear y Ambiente,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Instituto de Energía y Desarrollo Sustentable,Gerencia de Área Seguridad Nuclear y Ambiente,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Capacitación y Gestión de la Información,Departamento Instituto de Energía y Desarrollo Sustentable,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Investigación y Gestión de Proyectos,Departamento Instituto de Energía y Desarrollo Sustentable,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Química,Gerencia de Área Seguridad Nuclear y Ambiente,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Gestión de la Calidad,Gerencia Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Administración y Presupuesto,Gerencia Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Química y Procesos de Instalaciones Nucleares,Gerencia Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Asistencia Técnica,Departamento Química y Procesos de Instalaciones Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Procesos Químicos e Ingeniería,Departamento Química y Procesos de Instalaciones Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Química de Reactores,Departamento Química y Procesos de Instalaciones Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Química Ambiental,Gerencia Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Química Atmosférica,Departamento Química Ambiental,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Química del Agua y del Suelo,Departamento Química Ambiental,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Química de la Remediación Ambiental,Departamento Química Ambiental,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Fundamentos y Aplicaciones de la Química,Gerencia Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Fisicoquímica de Fluidos,Departamento Fundamentos y Aplicaciones de la Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Interfases y Nanomateriales,Departamento Fundamentos y Aplicaciones de la Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Química Analítica,Gerencia Química,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Servicios Analíticos,Departamento Química Analítica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Metodologías Nucleares de Análisis,Departamento Química Analítica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Desarrollos Analíticos,Departamento Química Analítica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Coordinación Centro Atómico Constituyentes,Gerencia de Área Seguridad Nuclear y Ambiente,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Secretaria y Despacho,Gerencia Coordinación Centro Atómico Constituyentes,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Editorial e Imprenta,Gerencia Coordinación Centro Atómico Constituyentes,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Relaciones Públicas,Gerencia Coordinación Centro Atómico Constituyentes,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Seguridad y Ambiente CAC,Gerencia Coordinación Centro Atómico Constituyentes,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Coordinación de Guardia,Departamento Seguridad y Ambiente CAC,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Higiene y Seguridad,Departamento Seguridad y Ambiente CAC,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Seguridad Ambiental,Departamento Seguridad y Ambiente CAC,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Protección Radiológica,Departamento Seguridad y Ambiente CAC,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Obras CAC,Gerencia Coordinación Centro Atómico Constituyentes,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Dirección de Obras,Departamento Obras CAC,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Proyectos y Obras,Departamento Obras CAC,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Servicios CAC,Gerencia Coordinación Centro Atómico Constituyentes,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Técnico-Administrativa,Departamento Servicios CAC,Organismo Descentralizado
